,Id,User,Rating,Date Posted,Negativity_Score,Neutrality_Score,Positivity_Score,Compound_Score,Error,Evaluated_User_Rating
1702,tt0417976_21,Edwin_Bailey,9/10,19 April 2006,0.077,0.744,0.179,0.9816,10.088888888888887,0.9
1703,tt0417976_22,jacklwood,,2 January 2006,0.045,0.842,0.113,0.9867,,
1704,tt0417976_23,Strider-100,5/10,15 June 2006,0.072,0.733,0.195,0.97,97.0,0.5
1705,tt0417976_24,kkccoo,1/10,30 December 2005,0.152,0.691,0.157,-0.0586,370.70000000000005,0.1
1706,tt0422532_0,rlsullivan,,14 December 2004,0.05,0.809,0.141,0.9754,,
1707,tt0422738_0,Ryan-Volkmann,8/10,17 April 2005,0.072,0.803,0.126,0.9003,18.76875,0.8
1708,tt0423176_0,mercuryadonis,9/10,6 May 2005,0.11,0.821,0.069,-0.9409,-96.71666666666667,0.9
1709,tt0423176_1,smakawhat,9/10,12 October 2005,0.03,0.835,0.134,0.9924,10.688888888888885,0.9
1710,tt0423176_2,noralee,8/10,15 July 2005,0.114,0.793,0.093,-0.9362,-96.0125,0.8
1711,tt0423176_3,zhangensprachen,9/10,2 August 2005,0.08,0.844,0.076,0.3182,-26.766666666666666,0.9
1712,tt0423176_4,harry_tk_yung,,16 May 2005,0.037,0.907,0.056,0.8106,,
1713,tt0423176_5,howard.schumann,8/10,4 October 2004,0.118,0.798,0.083,-0.9439,-96.49375,0.8
1714,tt0423176_6,uwmasianfilm-1,8/10,3 May 2005,0.084,0.854,0.061,-0.9038,-93.9875,0.8
1715,tt0423176_7,paul2001sw-1,9/10,3 December 2007,0.049,0.811,0.14,0.8885,4.916666666666668,0.9
1716,tt0423176_8,knewman-3,10/10,4 August 2005,0.022,0.806,0.171,0.9595,-2.024999999999999,1.0
1717,tt0423176_9,danielri,8/10,30 March 2005,0.0,0.848,0.152,0.9607,22.543750000000003,0.8
1718,tt0423176_10,gbill-74877,7/10,5 December 2019,0.064,0.728,0.208,0.9935,42.39285714285715,0.7
1719,tt0423176_11,boblipton,7/10,22 October 2019,0.1,0.753,0.147,0.8856,34.68571428571431,0.7
1720,tt0423176_12,N_Sgo,9/10,21 August 2007,0.023,0.858,0.119,0.9601,8.89444444444444,0.9
1721,tt0423176_13,Chris Knipp,8/10,27 February 2006,0.085,0.787,0.128,0.9885,24.281250000000004,0.8
1722,tt0423176_14,damien-16,4/10,15 August 2005,0.052,0.855,0.093,0.92,139.99999999999997,0.4
1723,tt0423176_15,yc955,10/10,24 July 2009,0.169,0.719,0.112,-0.9751,-98.755,1.0
1724,tt0423176_16,bdonut,7/10,25 March 2006,0.029,0.847,0.123,0.9742,41.01428571428572,0.7
1725,tt0423176_17,FilmartDD,,28 February 2005,0.044,0.805,0.151,0.8954,,
1726,tt0423176_18,bastard_wisher,5/10,10 December 2005,0.089,0.8,0.112,0.9608,96.07999999999998,0.5
1727,tt0423176_19,zetes,7/10,20 February 2006,0.113,0.742,0.144,0.8541,32.43571428571428,0.7
1728,tt0423176_20,chaos-rampant,,21 May 2012,0.052,0.876,0.072,0.8657,,
1729,tt0423176_21,Noahf989,10/10,3 July 2013,0.06,0.873,0.067,0.5334,-23.330000000000005,1.0
1730,tt0423176_22,ronchow,9/10,29 April 2011,0.064,0.817,0.119,0.9671,9.283333333333323,0.9
1731,tt0423176_23,pvernezze,8/10,16 September 2007,0.044,0.898,0.058,0.4548,-9.075,0.8
1732,tt0424234_0,lester_hunt,9/10,25 May 2009,0.021,0.849,0.131,0.9596,8.866666666666664,0.9
1733,tt0424234_1,sergepesic,9/10,13 July 2008,0.075,0.702,0.223,0.9725,9.583333333333337,0.9
1734,tt0424234_2,helverdi-1,8/10,13 April 2005,0.026,0.817,0.157,0.9312,20.699999999999996,0.8
1735,tt0424234_3,hongxiaoniu,8/10,30 April 2005,0.0,0.832,0.168,0.9649,22.80625,0.8
1736,tt0424234_4,kcla,6/10,26 January 2008,0.08,0.803,0.117,0.9849,65.40833333333335,0.6
1737,tt0424234_5,secondtake,6/10,19 September 2010,0.032,0.806,0.163,0.9924,66.03333333333333,0.6
1738,tt0424234_6,sitenoise,6/10,5 September 2009,0.073,0.736,0.191,0.9945,66.20833333333334,0.6
1739,tt0424273_0,talltale-1,10/10,27 July 2006,0.04,0.748,0.211,0.9941,-0.2950000000000008,1.0
1740,tt0424273_1,rbverhoef,8/10,2 February 2005,0.052,0.826,0.122,0.9938,24.612499999999997,0.8
1741,tt0424273_2,martin-ekwall,9/10,18 April 2006,0.025,0.885,0.089,0.8763,4.238888888888891,0.9
1742,tt0424273_3,sangepengyou,7/10,10 December 2006,0.034,0.86,0.106,0.9801,41.43571428571429,0.7
1743,tt0424273_4,jbailiff,8/10,27 October 2006,0.0,0.966,0.034,0.4588,-8.825,0.8
1744,tt0424273_5,harry_tk_yung,,6 February 2006,0.058,0.792,0.15,0.998,,
1745,tt0424273_6,DICK STEEL,10/10,18 September 2008,0.058,0.779,0.163,0.9988,-0.05999999999999339,1.0
1746,tt0424273_7,davehfz92,10/10,29 August 2006,0.023,0.748,0.229,0.9786,-1.0699999999999932,1.0
1747,tt0424273_8,valis1949,9/10,15 March 2009,0.045,0.761,0.194,0.9839,10.216666666666665,0.9
1748,tt0424273_9,nextlife,10/10,6 April 2008,0.073,0.694,0.232,0.991,-0.44999999999999485,1.0
1749,tt0424273_10,secondtake,6/10,7 June 2013,0.058,0.779,0.163,0.9896,65.80000000000001,0.6
1750,tt0424273_11,euroasiangenetic,7/10,4 December 2018,0.031,0.852,0.117,0.9231,37.36428571428573,0.7
1751,tt0424273_12,dwpollar,7/10,3 April 2009,0.036,0.857,0.107,0.9797,41.407142857142865,0.7
1752,tt0424273_13,michael@piston.net,6/10,2 September 2006,0.143,0.731,0.126,-0.7278,-77.31666666666666,0.6
1753,tt0424273_14,chowjoe,3/10,28 October 2006,0.1,0.824,0.077,-0.7117,-51.949999999999996,0.3
1754,tt0424273_15,chrishend,3/10,28 May 2009,0.022,0.845,0.133,0.9219,220.31666666666666,0.3
1755,tt0424273_16,TruthSpeaks,3/10,11 December 2005,0.113,0.842,0.045,-0.9234,-87.23333333333333,0.3
1756,tt0425637_0,rogerdarlington,,19 June 2009,0.054,0.847,0.1,0.937,,
1757,tt0425637_1,druid333-2,10/10,13 December 2009,0.106,0.788,0.107,-0.1706,-58.529999999999994,1.0
1758,tt0425637_2,bbbgut,7/10,29 July 2008,0.118,0.692,0.19,0.9977,42.69285714285716,0.7
1759,tt0425637_3,IncludingTheStars,10/10,12 August 2008,0.021,0.742,0.237,0.9974,-0.1300000000000079,1.0
1760,tt0425637_4,david-wei-jiang,6/10,31 July 2009,0.093,0.807,0.099,-0.0961,-24.674999999999994,0.6
1761,tt0425637_5,freemantle_uk,8/10,16 June 2009,0.081,0.792,0.127,0.9705,23.15624999999999,0.8
1762,tt0425637_6,PiranianRose,8/10,12 November 2008,0.085,0.711,0.204,0.9936,24.599999999999998,0.8
1763,tt0425637_7,Fella_shibby,10/10,26 March 2021,0.157,0.686,0.157,0.2503,-37.485,1.0
1764,tt0425637_8,travellervn,6/10,13 July 2008,0.203,0.718,0.079,-0.9942,-99.51666666666667,0.6
1765,tt0425637_9,DICK STEEL,10/10,12 July 2008,0.078,0.759,0.162,0.9986,-0.06999999999999229,1.0
1766,tt0425637_10,lyx-1,4/10,14 July 2008,0.133,0.626,0.241,0.9972,149.64999999999998,0.4
1767,tt0425637_11,rockyunderscore,9/10,29 April 2009,0.043,0.809,0.148,0.9965,10.916666666666673,0.9
1768,tt0425637_12,leerufong,9/10,12 July 2008,0.079,0.756,0.165,0.9667,9.261111111111102,0.9
1769,tt0425637_13,lu_morning,10/10,25 August 2008,0.072,0.763,0.164,0.9927,-0.3649999999999931,1.0
1770,tt0425637_14,charlie_ishiyama,7/10,9 November 2008,0.111,0.718,0.171,0.9726,40.900000000000006,0.7
1771,tt0425637_15,Aegharis,6/10,11 August 2008,0.089,0.774,0.137,0.9479,62.32500000000001,0.6
1772,tt0425637_16,KineticSeoul,7/10,15 October 2009,0.153,0.713,0.134,-0.5721,-69.43571428571428,0.7
1773,tt0425637_17,helmutty,7/10,12 July 2008,0.119,0.738,0.143,0.4588,4.2000000000000135,0.7
1774,tt0425637_18,Kilcoe,4/10,20 August 2009,0.112,0.741,0.147,0.9716,146.45,0.4
1775,tt0425637_19,Archblood,6/10,13 July 2008,0.068,0.841,0.091,0.9397,61.64166666666667,0.6
1776,tt0425637_20,joechang-1,9/10,11 July 2008,0.064,0.789,0.147,0.9902,10.566666666666661,0.9
1777,tt0425637_21,dont_b_so_BBC,3/10,28 July 2008,0.038,0.84,0.122,0.9955,232.58333333333337,0.3
1778,tt0425637_22,samuelding85,9/10,13 July 2008,0.065,0.848,0.087,0.9469,8.1611111111111,0.9
1779,tt0425637_23,megalembayung1,9/10,15 August 2008,0.016,0.847,0.137,0.9228,6.822222222222223,0.9
1780,tt0425637_24,yqddsz,9/10,11 July 2008,0.045,0.793,0.162,0.995,10.833333333333336,0.9
1781,tt0431729_0,Gooper,10/10,25 March 2005,0.042,0.812,0.145,0.999,-0.04999999999999449,1.0
1782,tt0431729_1,TheLurkingFox,9/10,23 August 2010,0.09,0.715,0.195,0.9791,9.949999999999989,0.9
1783,tt0431729_2,mfariacastro,,2 January 2005,0.143,0.772,0.085,-0.9025,,
1784,tt0431729_3,Leofwine_draca,4/10,10 June 2017,0.033,0.903,0.065,0.5193,89.91249999999997,0.4
1785,tt0431940_0,arion_p,2/10,30 July 2006,0.171,0.752,0.076,-0.9071,-76.775,0.2
1786,tt0434936_0,kingtermite,5/10,1 October 2006,0.022,0.786,0.192,0.9661,96.61,0.5
1787,tt0434936_1,pworiell,9/10,7 April 2008,0.012,0.813,0.174,0.9672,9.28888888888889,0.9
1788,tt0437447_0,janos451,10/10,29 August 2006,0.052,0.736,0.212,0.9981,-0.09500000000000064,1.0
1789,tt0437447_1,pb104-1,9/10,24 December 2005,0.026,0.876,0.098,0.948,8.222222222222216,0.9
1790,tt0437447_2,djlee-2,9/10,25 December 2005,0.059,0.795,0.146,0.9805,10.027777777777782,0.9
1791,tt0437447_3,fwomp,10/10,16 February 2007,0.074,0.825,0.101,0.9526,-2.3700000000000054,1.0
1792,tt0437447_4,claudio_carvalho,9/10,20 January 2008,0.052,0.794,0.154,0.9895,10.527777777777777,0.9
1793,tt0437447_5,unrealloyalties,8/10,3 September 2006,0.051,0.847,0.103,0.9868,24.175,0.8
1794,tt0437447_6,jotix100,8/10,1 October 2006,0.054,0.817,0.129,0.986,24.124999999999993,0.8
1795,tt0437447_7,gradyharp,10/10,20 February 2007,0.067,0.801,0.132,0.9945,-0.275000000000003,1.0
1796,tt0437447_8,gekyhls,8/10,27 May 2006,0.025,0.871,0.104,0.9396,21.224999999999994,0.8
1797,tt0437447_9,PenGuhWin,10/10,30 April 2006,0.023,0.755,0.222,0.9878,-0.6099999999999994,1.0
1798,tt0437447_10,kandylova19,7/10,16 June 2009,0.039,0.809,0.152,0.8937,35.26428571428572,0.7
1799,tt0437447_11,harry_tk_yung,,31 January 2006,0.083,0.801,0.116,0.987,,
1800,tt0437447_12,oneloveall,5/10,2 February 2007,0.069,0.809,0.122,0.9423,94.22999999999999,0.5
1801,tt0437447_13,imagiking,9/10,12 March 2011,0.048,0.829,0.123,0.9934,10.744444444444433,0.9
1802,tt0437447_14,elftutor,10/10,4 January 2006,0.092,0.788,0.12,0.9788,-1.0599999999999943,1.0
1803,tt0437447_15,kevin142,9/10,15 January 2006,0.129,0.746,0.125,0.0648,-40.84444444444445,0.9
1804,tt0437447_16,cinish,9/10,1 October 2020,0.0,0.771,0.229,0.9705,9.472222222222214,0.9
1805,tt0437447_17,y-26698,8/10,12 June 2020,0.079,0.921,0.0,-0.34,-58.75,0.8
1806,tt0437447_18,arthur_tafero,8/10,5 June 2019,0.107,0.781,0.112,-0.4641,-66.50625,0.8
1807,tt0437447_19,brendan_kenny,10/10,20 February 2019,0.121,0.736,0.143,0.4118,-29.410000000000004,1.0
1808,tt0437447_20,eric_mejia,8/10,19 June 2009,0.093,0.774,0.132,0.957,22.312499999999986,0.8
1809,tt0437447_21,rljslaughter,7/10,17 June 2009,0.068,0.932,0.0,-0.775,-83.92857142857142,0.7
1810,tt0437447_22,inigovik,7/10,17 June 2009,0.125,0.794,0.081,-0.6486,-74.9,0.7
1811,tt0437447_23,r-amaya0724,7/10,16 June 2009,0.029,0.906,0.065,0.7096,22.11428571428572,0.7
1812,tt0437447_24,shishonia,10/10,16 June 2009,0.062,0.872,0.067,0.3508,-32.46,1.0
1813,tt0438500_0,preciouswisdom,9/10,4 May 2006,0.029,0.796,0.175,0.9732,9.622222222222211,0.9
1814,tt0439630_0,DICK STEEL,8/10,23 June 2005,0.04,0.876,0.083,0.9737,23.356249999999996,0.8
1815,tt0439630_1,vivisi,10/10,7 September 2005,0.027,0.735,0.237,0.9709,-1.4550000000000063,1.0
1816,tt0439630_2,Karri_Koivusalo,8/10,6 April 2006,0.085,0.771,0.145,0.9856,24.099999999999998,0.8
1817,tt0439630_3,dbborroughs,8/10,28 August 2005,0.055,0.777,0.168,0.9939,24.618749999999995,0.8
1818,tt0439630_4,Fumbled,3/10,10 April 2008,0.097,0.759,0.143,0.9768,229.46666666666667,0.3
1819,tt0439630_5,carlsob,3/10,11 July 2006,0.088,0.8,0.112,0.917,219.50000000000003,0.3
1820,tt0439630_6,harry_tk_yung,,23 June 2005,0.041,0.808,0.152,0.9974,,
1821,tt0439630_7,Rich B,5/10,11 November 2005,0.042,0.793,0.165,0.9987,99.86999999999999,0.5
1822,tt0439630_8,lo_francis,1/10,5 September 2005,0.044,0.808,0.148,0.9725,886.2500000000001,0.1
1823,tt0439630_9,phubbs,6/10,22 November 2014,0.065,0.792,0.143,0.9976,66.46666666666667,0.6
1824,tt0439630_10,crack_spot,1/10,16 July 2005,0.127,0.733,0.139,0.9189,859.45,0.1
1825,tt0439630_11,theredcomet2000,7/10,15 May 2006,0.06,0.782,0.158,0.9906,42.185714285714305,0.7
1826,tt0439630_12,ebiros2,7/10,14 February 2013,0.009,0.87,0.121,0.9963,42.59285714285715,0.7
1827,tt0439630_13,Project_,7/10,28 June 2005,0.102,0.746,0.152,0.9883,42.02142857142858,0.7
1828,tt0439630_14,seattle_kaiba123,10/10,7 October 2005,0.026,0.793,0.181,0.9682,-1.5900000000000025,1.0
1829,tt0439630_15,sirkevinho1,7/10,27 November 2005,0.024,0.792,0.184,0.9885,42.035714285714306,0.7
1830,tt0439630_16,project-w,1/10,21 August 2005,0.019,0.892,0.089,0.8651,832.55,0.1
1831,tt0439630_17,info-2513,9/10,29 August 2005,0.009,0.882,0.11,0.9836,10.2,0.9
1832,tt0439630_18,kaiaantoniou,6/10,24 November 2018,0.051,0.833,0.116,0.2563,4.691666666666668,0.6
1833,tt0439630_19,djstanley-89961,1/10,9 September 2018,0.177,0.699,0.124,-0.25,275.0,0.1
1834,tt0439630_20,occodemaster,3/10,19 July 2012,0.048,0.849,0.103,0.9156,219.26666666666668,0.3
1835,tt0439630_21,xamtaro,5/10,16 December 2009,0.084,0.718,0.198,0.9983,99.83,0.5
1836,tt0439630_22,numblp,9/10,23 June 2005,0.03,0.867,0.103,0.971,9.500000000000002,0.9
1837,tt0439630_23,puike,2/10,24 August 2005,0.024,0.857,0.118,0.9135,378.375,0.2
1838,tt0439630_24,jinromaki,1/10,17 December 2005,0.107,0.78,0.113,0.2715,535.75,0.1
1839,tt0439884_0,xiayun,8/10,15 January 2005,0.09,0.734,0.175,0.916,19.74999999999999,0.8
1840,tt0439884_1,Mike Astill,7/10,17 November 2008,0.091,0.824,0.085,-0.567,-69.07142857142856,0.7
1841,tt0439884_2,pvernezze,8/10,15 September 2007,0.143,0.765,0.092,-0.9392,-96.2,0.8
1842,tt0439884_3,DICK STEEL,10/10,7 February 2008,0.035,0.822,0.143,0.998,-0.10000000000000009,1.0
1843,tt0439884_4,sarastro7,10/10,27 March 2006,0.115,0.697,0.187,0.9941,-0.2950000000000008,1.0
1844,tt0439884_5,harry_tk_yung,,12 January 2005,0.072,0.806,0.122,0.9369,,
1845,tt0439884_6,massaster760,9/10,13 August 2007,0.129,0.687,0.185,0.9899,10.549999999999997,0.9
1846,tt0439884_7,jiaoniang,9/10,10 January 2005,0.0,0.746,0.254,0.9907,10.594444444444436,0.9
1847,tt0439884_8,janeblevins,9/10,17 September 2011,0.147,0.639,0.214,0.948,8.222222222222216,0.9
1848,tt0439884_9,monkey_magic_23,10/10,31 October 2005,0.042,0.763,0.195,0.9699,-1.5050000000000008,1.0
1849,tt0439884_10,user-5-562476,10/10,20 May 2014,0.114,0.683,0.203,0.9983,-0.08500000000000174,1.0
1850,tt0439884_11,squelcho,8/10,14 September 2005,0.066,0.717,0.217,0.9973,24.83125,0.8
1851,tt0439884_12,kosmasp,9/10,28 June 2010,0.032,0.815,0.153,0.9752,9.733333333333334,0.9
1852,tt0439884_13,info-2513,10/10,5 February 2005,0.093,0.747,0.16,0.9833,-0.835000000000008,1.0
1853,tt0439884_14,majore,,7 May 2005,0.014,0.779,0.207,0.9839,,
1854,tt0439884_15,d-88504,8/10,24 May 2020,0.192,0.563,0.245,0.4404,-9.975000000000012,0.8
1855,tt0439884_16,Movie-Misfit,8/10,11 May 2020,0.037,0.782,0.181,0.9962,24.762499999999992,0.8
1856,tt0439884_17,lastliberal,7/10,23 August 2009,0.027,0.841,0.132,0.8883,34.87857142857144,0.7
1857,tt0439884_18,Sinnerman,,5 January 2005,0.101,0.751,0.148,0.9033,,
1858,tt0439884_19,gmwhite,6/10,24 September 2005,0.056,0.802,0.143,0.9415,61.79166666666668,0.6
1859,tt0439884_20,wassamz,6/10,6 December 2006,0.142,0.734,0.124,-0.1053,-25.441666666666663,0.6
1860,tt0439884_21,jieming,4/10,17 December 2005,0.118,0.71,0.171,0.9644,145.54999999999998,0.4
1861,tt0439884_22,treshold-1,,11 March 2005,0.12,0.753,0.126,0.1989,,
1862,tt0439884_23,JoeytheBrit,,11 November 2009,0.145,0.761,0.094,-0.979,,
1863,tt0439884_24,Rosettes,10/10,20 June 2008,0.047,0.848,0.105,0.8957,-5.214999999999992,1.0
1864,tt0441912_0,bt2400,9/10,19 September 2006,0.053,0.803,0.144,0.9726,9.588888888888881,0.9
1865,tt0441912_1,vkxjft,10/10,22 November 2020,0.113,0.768,0.119,0.128,-43.599999999999994,1.0
1866,tt0445506_0,JuguAbraham,8/10,19 December 2005,0.039,0.754,0.206,0.9989,24.931249999999988,0.8
1867,tt0445506_1,sarpavicius,10/10,11 April 2005,0.098,0.693,0.208,0.9742,-1.2900000000000023,1.0
1868,tt0445506_2,bidor,,6 March 2005,0.032,0.88,0.088,0.9426,,
1869,tt0445506_3,YNOT_at_the_Movies,9/10,18 September 2005,0.128,0.772,0.1,-0.6597,-81.09444444444445,0.9
1870,tt0445506_4,sisuallen,9/10,17 April 2005,0.039,0.833,0.127,0.9831,10.172222222222212,0.9
1871,tt0445506_5,camcam,10/10,21 May 2007,0.025,0.835,0.14,0.9781,-1.0950000000000015,1.0
1872,tt0445506_6,sunnydlita,8/10,22 June 2006,0.054,0.845,0.102,0.9791,23.693749999999987,0.8
1873,tt0445506_7,shhyin,10/10,20 March 2005,0.077,0.796,0.127,0.9562,-2.190000000000003,1.0
1874,tt0445506_8,lnp3,,16 June 2006,0.036,0.872,0.092,0.9587,,
1875,tt0445506_9,Schlafe,10/10,16 June 2005,0.089,0.805,0.106,0.7302,-13.490000000000002,1.0
1876,tt0445506_10,Stskyshaker,3/10,28 January 2008,0.115,0.739,0.146,0.7823,197.05000000000004,0.3
1877,tt0445853_0,Baltambre,10/10,1 November 2005,0.0,0.908,0.092,0.9104,-4.479999999999995,1.0
1878,tt0445853_1,chianti,4/10,25 November 2007,0.135,0.767,0.097,-0.8572,-82.15,0.4
1879,tt0445853_2,imdbjeff,1/10,9 December 2006,0.196,0.701,0.103,-0.9785,-89.25000000000001,0.1
1880,tt0445853_3,chunliangpan,8/10,20 March 2006,0.045,0.73,0.225,0.9815,23.843749999999996,0.8
1881,tt0445853_4,lia00027,6/10,25 July 2005,0.105,0.78,0.115,0.3585,13.208333333333341,0.6
1882,tt0446059_0,drqu1981,10/10,26 April 2006,0.062,0.768,0.17,0.9539,-2.3050000000000015,1.0
1883,tt0446059_1,JJ_oscartsang,9/10,30 January 2006,0.041,0.747,0.212,0.9887,10.483333333333338,0.9
1884,tt0446059_2,rmj1971,8/10,13 April 2006,0.075,0.737,0.188,0.9831,23.943749999999987,0.8
1885,tt0446059_3,zxantosdragon,9/10,7 February 2006,0.151,0.729,0.12,-0.9129,-95.16111111111113,0.9
1886,tt0446059_4,hkswordman,9/10,30 April 2006,0.103,0.698,0.199,0.933,7.388888888888889,0.9
1887,tt0446059_5,FrenchEddieFelson,7/10,28 May 2019,0.084,0.683,0.232,0.92,37.142857142857146,0.7
1888,tt0446059_6,brentsoffcenter,9/10,24 September 2006,0.088,0.824,0.088,0.2975,-27.91666666666667,0.9
1889,tt0446059_7,samuelding85,8/10,29 January 2006,0.067,0.768,0.166,0.9956,24.724999999999998,0.8
1890,tt0446059_8,siderite,8/10,17 June 2006,0.134,0.667,0.198,0.945,21.562499999999986,0.8
1891,tt0446059_9,Muhammad_Rafeeq,10/10,10 March 2020,0.137,0.739,0.124,-0.0276,-51.38,1.0
1892,tt0446059_10,DICK STEEL,9/10,26 January 2006,0.095,0.801,0.104,0.6524,-8.199999999999998,0.9
1893,tt0446059_11,jon2005,8/10,28 June 2006,0.081,0.767,0.152,0.9931,24.56875,0.8
1894,tt0446059_12,junn_cao,8/10,25 January 2006,0.031,0.959,0.01,-0.4019,-62.61875,0.8
1895,tt0446059_13,semi-buff,9/10,8 August 2007,0.052,0.807,0.141,0.9469,8.1611111111111,0.9
1896,tt0446059_14,GOWBTW,10/10,22 September 2006,0.113,0.743,0.144,0.8235,-8.824999999999994,1.0
1897,tt0446059_15,daijinren,10/10,14 September 2007,0.078,0.757,0.165,0.9529,-2.354999999999996,1.0
1898,tt0446059_16,yskwong,10/10,22 March 2006,0.058,0.761,0.18,0.9987,-0.06500000000000394,1.0
1899,tt0446059_17,toutouguy,10/10,8 January 2020,0.155,0.645,0.2,0.6771,-16.145,1.0
1900,tt0446059_18,ded_meet,7/10,24 September 2006,0.028,0.695,0.276,0.9884,42.02857142857143,0.7
1901,tt0446059_19,doclee32,9/10,24 March 2006,0.084,0.76,0.156,0.9308,7.266666666666668,0.9
1902,tt0446059_20,eliot_axelrod,9/10,24 September 2006,0.061,0.744,0.194,0.9552,8.622222222222224,0.9
1903,tt0446059_21,freedomofnet,9/10,25 February 2006,0.028,0.733,0.239,0.9859,10.327777777777774,0.9
1904,tt0446059_22,jules85,10/10,13 February 2006,0.063,0.741,0.197,0.9837,-0.8149999999999991,1.0
1905,tt0446059_23,brn0081,8/10,27 January 2006,0.076,0.827,0.097,0.9033,18.956249999999994,0.8
1906,tt0446059_24,ma-cortes,7/10,26 August 2014,0.118,0.728,0.154,0.983,41.64285714285716,0.7
1907,tt0446755_0,Margie24,7/10,24 December 2006,0.042,0.834,0.124,0.9923,42.307142857142864,0.7
1908,tt0446755_1,Chrysanthepop,,1 November 2008,0.014,0.739,0.247,0.998,,
1909,tt0446755_2,Chris_Docker,8/10,18 April 2007,0.064,0.763,0.173,0.9991,24.943749999999987,0.8
1910,tt0446755_3,WriterDave,9/10,14 January 2007,0.037,0.773,0.19,0.9965,10.916666666666673,0.9
1911,tt0446755_4,bellisland,10/10,30 December 2006,0.016,0.863,0.12,0.9027,-4.865000000000008,1.0
1912,tt0446755_5,sweetartcat,10/10,29 December 2006,0.062,0.81,0.128,0.9071,-4.645,1.0
1913,tt0446755_6,mercywright,10/10,6 December 2006,0.098,0.632,0.27,0.9836,-0.8199999999999985,1.0
1914,tt0446755_7,bob_gilmore1,10/10,23 January 2007,0.116,0.72,0.164,0.946,-2.7000000000000024,1.0
1915,tt0446755_8,MrsClarenceWorley,10/10,20 December 2006,0.115,0.722,0.163,0.87,-6.499999999999995,1.0
1916,tt0446755_9,tomasganz,9/10,26 December 2006,0.075,0.828,0.097,0.4336,-20.355555555555558,0.9
1917,tt0446755_10,ferguson-6,8/10,7 January 2007,0.072,0.676,0.252,0.9985,24.90624999999999,0.8
1918,tt0446755_11,shiraanne,10/10,25 October 2006,0.0,0.841,0.159,0.9807,-0.9649999999999936,1.0
1919,tt0446755_12,jpschapira,9/10,12 February 2007,0.085,0.763,0.151,0.9919,10.661111111111108,0.9
1920,tt0446755_13,jem132,10/10,10 June 2008,0.117,0.76,0.123,0.5657,-21.714999999999996,1.0
1921,tt0446755_14,Eacutler10-1,10/10,24 January 2007,0.034,0.659,0.306,0.9942,-0.29000000000000137,1.0
1922,tt0446755_15,jwjansen,10/10,27 December 2006,0.107,0.607,0.287,0.9778,-1.1099999999999999,1.0
1923,tt0446755_16,Nycfilmguy84,9/10,3 January 2007,0.016,0.733,0.251,0.964,9.111111111111107,0.9
1924,tt0446755_17,eucalyptus9,9/10,10 October 2008,0.054,0.837,0.109,0.8591,3.283333333333329,0.9
1925,tt0446755_18,HeadleyLamarr,8/10,20 July 2007,0.068,0.691,0.241,0.9977,24.856249999999996,0.8
1926,tt0446755_19,GratefulAlthea,5/10,14 January 2011,0.094,0.718,0.188,0.9983,99.83,0.5
1927,tt0446755_20,calloused_viewer,10/10,2 January 2007,0.022,0.871,0.107,0.9351,-3.244999999999998,1.0
1928,tt0446755_21,ccrivelli2005,5/10,24 December 2007,0.099,0.805,0.096,0.3319,33.19000000000001,0.5
1929,tt0446755_22,BigCat007,9/10,26 January 2007,0.031,0.863,0.106,0.9609,8.93888888888889,0.9
1930,tt0446755_23,flyzone1,9/10,7 May 2008,0.052,0.69,0.258,0.9983,11.016666666666662,0.9
1931,tt0446755_24,Cinema_Fan,9/10,7 May 2007,0.036,0.821,0.144,0.9953,10.849999999999989,0.9
1932,tt0450044_0,PiranianRose,6/10,11 December 2005,0.007,0.903,0.09,0.9708,64.23333333333335,0.6
1933,tt0450044_1,heygirl_yournumber1,7/10,4 January 2008,0.121,0.714,0.165,0.7791,27.078571428571447,0.7
1934,tt0450044_2,BardsT1,7/10,29 July 2014,0.023,0.774,0.203,0.9921,42.29285714285715,0.7
1935,tt0450099_0,themikester007,8/10,29 May 2005,0.0,0.684,0.316,0.9936,24.599999999999998,0.8
1936,tt0450099_1,saintseiya1986,10/10,2 December 2005,0.026,0.865,0.108,0.815,-9.250000000000004,1.0
1937,tt0450099_2,skymagic,8/10,14 November 2005,0.043,0.738,0.219,0.9849,24.056250000000002,0.8
1938,tt0450099_3,DICK STEEL,6/10,2 December 2006,0.096,0.768,0.136,0.9814,65.11666666666667,0.6
1939,tt0453223_0,euroasiangenetic,10/10,2 July 2019,0.104,0.758,0.138,0.7328,-13.359999999999994,1.0
1940,tt0453323_0,harry_tk_yung,,13 April 2005,0.027,0.846,0.126,0.9786,,
1941,tt0453323_1,leekandham,7/10,31 July 2006,0.033,0.817,0.15,0.9964,42.6,0.7
1942,tt0453323_2,ebossert,8/10,30 August 2008,0.092,0.738,0.17,0.991,24.4375,0.8
1943,tt0453323_3,tanyeeyee,10/10,28 July 2012,0.052,0.775,0.173,0.9764,-1.1800000000000033,1.0
1944,tt0453795_0,allstar_beyond,10/10,18 July 2006,0.044,0.853,0.103,0.9559,-2.2050000000000014,1.0
1945,tt0454914_0,harry_tk_yung,,11 December 2005,0.028,0.806,0.166,0.9878,,
1946,tt0454914_1,moonlitedreamz,9/10,8 January 2006,0.022,0.78,0.198,0.9797,9.98333333333333,0.9
1947,tt0454914_2,siensien,10/10,3 January 2006,0.097,0.627,0.275,0.9979,-0.10499999999999954,1.0
