,Id,Primary Title,Original Title,Year,Genres,Average Rating,# of Votes
1588,tt0788249,Xin tian you, Xin tian you,2004, Drama,4.2,6
1590,tt0788253,The Ghost Inside, Yi shen yi gui,2005, Horror,5.5,35
1591,tt0788256,Contract, Zu qi,2006, Drama,7.0,33
1595,tt0791066,Beijing or Bust, Beijing or Bust,2005, Documentary,6.3,9
1596,tt0791313,How Is Your Fish Today?, Jin tian de yu zen me yang?,2006, Drama,6.2,120
1597,tt0794374,Summer Palace, Yi He Yuan,2006, Drama&Romance,7.1,3058
1602,tt0798443,The Longest Night in Shanghai, Yoru no Shanghai,2007, Drama&Romance,6.9,624
1603,tt0798841,The Door, Men,2007, Thriller,5.3,73
1609,tt0801351,Woman Soccer Player #9, Nü zu 9 hao,2001, Drama,4.6,9
1611,tt0801844,A Young Prisoners Revenge, Fa guan ma ma,2001, N/A,8.2,6
1612,tt0803096,Warcraft, Warcraft,2016, Action&Adventure&Fantasy,6.8,243943
1613,tt0804438,An American in China, An American in China,2008, Comedy&Drama&Romance,4.8,214
1615,tt0805513,Curiosity Kills the Cat, Hao qi hai si mao,2006, Drama&Mystery,6.3,358
1617,tt0806105,The Sunflowers, Kuihua duoduo,2005, Drama,9.3,6
1618,tt0806106,Lang tao sha, Lang tao sha,1936, Crime,6.8,30
1627,tt0816250,Lethal Ninja, Chung gik yan je,2006, Action,6.0,70
1632,tt0819785,The Matrimony, Xin zhong you gui,2007, Drama&Horror&Thriller,5.5,322
1635,tt0821473,Karmic Mahjong, Xue zhan dao di,2006, Comedy,5.6,96
1636,tt0821477,The Music Box, Li fa shi,2006, Drama&Romance&War,5.7,52
1637,tt0821478,Loach Is Fish Too, Ni qiu ye shi yu,2005, Drama&Romance,6.4,34
1638,tt0829114,Bliss, Fu sheng,2006, Drama,6.9,88
1640,tt0830838,The Forest Ranger, Tiangou,2006, Crime&Drama,7.2,132
1644,tt0833461,National Anthem, Guoge,1999, Drama&War,6.1,19
1645,tt0833481,Family Ties, Kao shi yi jia qin,2001, Comedy,6.0,15
1646,tt0833496,Samsara, Lun hui,1988, Drama,7.0,25
1647,tt0833500,The House, Meng huan tian yuan,1999, Drama,5.7,41
1648,tt0833547,The Game of Killing, Tian hei qing bi yan,2004, Horror,5.1,31
1650,tt0833563,One Hundred, Yibai ge,2001, Comedy&Drama,6.0,6
1651,tt0834597,Yu wangshi ganbei, Yu wangshi ganbei,1995, Drama,7.4,5
1659,tt0843270,Crazy Stone, Feng kuang de shi tou,2006, Comedy&Crime&Drama,7.6,3371
1660,tt0843282,Dreams May Come, Meng xiang zhao jin xian shi,2006, Drama&Romance,5.9,81
1664,tt0847899,Tai Hang shan shang, Tai Hang shan shang,2005, History&War,5.3,115
1665,tt0848538,Kung Fu Dunk, Gong fu guan lan,2008, Comedy&Sport,4.9,3306
1666,tt0851515,Silver Medalist, Feng kuang de sai che,2009, Action&Adventure&Comedy,7.3,2073
1667,tt0851532,Forever Enthralled, Mei Lanfang,2008, Biography&Drama&History,6.6,1443
1668,tt0856057,Midnight, Ziye,1981, Drama,6.3,18
1669,tt0856070,Ding Jun Shan, Ding Jun Shan,2006, N/A,5.2,6
1670,tt0856113,Snow in the Wind, Snow in the Wind,2006, N/A,6.4,5
1673,tt0859765,Still Life, San xia hao ren,2006, Drama&Family,7.3,6063
1678,tt0865448,The 601st Phone Call, Di liu ling yi ge dian hua,2006, Drama,4.0,120
1684,tt0881200,Assembly, Ji jie hao,2007, Action&Biography&Drama,7.3,6607
1686,tt0882978,Three Kingdoms, San guo zhi jian long xie jia,2008, Action&Drama&History,6.2,6124
1691,tt0884868,The Tokyo Trial, Dong Jing shen pan,2006, Crime&Drama&History,6.5,420
1692,tt0885472,Love in Memory, Ai de shi ni,2006, Romance,4.9,9
1695,tt0891361,Unfinished Comedy, Meiyou wancheng de xiju,1957, Comedy,7.4,8
1700,tt0893307,Taking Father Home, Bei yazi de nanhai,2005, Drama,6.5,100
1702,tt0896815,Missing, Sam hoi tsam yan,2008, Drama&Fantasy&Horror,4.8,468
1709,tt0902249,Call for Love, Ai qing hu jiao zhuan yi,2007, Comedy&Romance,5.8,490
1712,tt0905360,Prince of the Himalayas, Prince of the Himalayas,2006, Drama,6.7,91
1719,tt0923923,Happy Birthday, Sang yat fai lok,2007, Romance,6.4,359
1720,tt0924003,The Knot, Yun shui yao,2006, Drama&Romance&War,6.2,447
1721,tt0926106,The Magic Legs, The Magic Legs,1989, Action,5.4,20
1722,tt0926131,Purple Mountain, Purple Mountain,2008, Drama&History,7.0,44
1723,tt0926298,Hong xiang, Hong xiang,1982, Family,6.5,12
1729,tt0944223,Love in the City, Nan cai nu mao,2007, Romance,5.5,84
1733,tt0949489,Lost in Beijing, Ping guo,2007, Drama,6.7,2127
1734,tt0949564,Tuyas Marriage, Tuya de hun shi,2006, Drama&Romance,7.2,2223
1737,tt0951302,Tang Poetry, Tang shi,2003, N/A,5.9,10
1743,tt0969298,Mona Lisa, Meng na li sha,2007, Documentary,8.1,12
1746,tt0970498,The Exam, Kaoshi,2006, N/A,6.5,6
1753,tt0984126,Iron Lion, Tie shi,2003, Action,6.0,7
1757,tt0989868,Thirteen Princess Trees, Shi san ke pao tong,2006, Drama,6.8,149
1758,tt0989890,The Obscure, Xiao shuo,2007, Drama,8.1,31
1770,tt1000775,Shuang shi ji, Shuang shi ji,2008, Drama&Mystery&Thriller,6.2,293
1771,tt1002767,Li ren xing, Li ren xing,1949, Drama,6.9,15
1772,tt1002784,Yu guang qu, Yu guang qu,1934, Drama,6.3,107
1774,tt1003071,Waiting in Beijing, Waiting in Beijing,2008, Drama&Romance,4.2,33
1775,tt1003135,Bu liao qing, Bu liao qing,1947, N/A,6.2,17
1776,tt1003140,Dushi fengguang, Dushi fengguang,1935, Comedy&Drama,6.9,47
1777,tt1003142,Scenes of City Life, Fengyun ernu,1935, Comedy&Drama&Musical,5.8,33
1778,tt1003171,Modern Woman, Mo deng nü xing,1945, Drama,4.4,5
1779,tt1003174,Nan guo zhi chun, Nan guo zhi chun,1932, Drama&Romance,4.2,15
1780,tt1003189,Remorse at Death, Sheng si hen,1948, Drama&Musical&Romance,7.6,8
1781,tt1003211,The Empress Wu Tse-Tien, Wu Ze Tian,1939, N/A,6.5,21
1782,tt1003215,Yu jia nu, Yu jia nu,1943, Drama,5.8,9
1783,tt1006881,Sweet Revenge, Gei sun yan,2007, Thriller,4.6,63
1784,tt1006964,Clay Fear, Tao qi ren xing,2006, Horror,5.4,9
1792,tt1018102,In Love We Trust, Zuo you,2008, Drama,6.8,706
1798,tt1020972,Blind Mountain, Mang shan,2007, Crime&Drama,7.5,1694
1800,tt1021003,In-Laws, Xi ying men,1981, Drama&Family,7.5,24
1801,tt1021085,The Days Without Lei Feng, Li kai Lei Feng de ri zi,1996, Biography&Drama,6.4,146
1803,tt1023143,To Be with You Forever, Xiang ban yong yuan,2000, Biography&Drama,7.3,6
1804,tt1025100,Gemini Man, Gemini Man,2019, Action&Drama&Sci-Fi,5.7,92590
1808,tt1032763,Inseparable, Xing ying bu li,2011, Drama&Mystery,5.4,2032
1810,tt1032941,Night Train, Ye che,2007, Drama,6.5,435
1832,tt1054024,Warm Spring, Nuan chun,2003, Drama,6.6,169
1833,tt1054062,Xiaoshan Going Home, Xiaoshan huijia,1995, Drama,5.9,127
1836,tt1055300,Painted Skin, Hua pi,2008, Action&Drama&Fantasy,6.3,4550
1844,tt1064221,Marriage Trap, Hun li,2008, Drama,5.7,42
1845,tt1064775,Courthouse on Horseback, Ma bei shang de fa ting,2006, Drama,6.6,223
1851,tt1065330,The One Man Olympics, The One Man Olympics,2008, Comedy&Drama&Sport,6.6,33
1855,tt1071291,The Park, Gongyuan,2007, Drama,7.3,30
1856,tt1071304,Raised from Dust, Ju zi chen tu,2007, Drama,4.7,19
1857,tt1071355,Road to Dawn, Ye ming,2007, Biography,5.6,18
1859,tt1073548,Yasukuni, Yasukuni,2007, Documentary,6.1,139
1863,tt1080877,The Case, Xiang zi,2007, Drama,7.0,23
1869,tt1087834,Betelnut, Binglang,2006, Drama,6.4,34
1871,tt1090662,Hutong Days, Hutong Days,2008, Drama,7.3,10
1874,tt1092634,Shanghai, Shanghai,2010, Crime&Drama&Mystery,6.4,9311
1875,tt1094286,Wuyong, Wuyong,2007, Documentary,6.6,276
1878,tt1094655,San, San,2007, Documentary,7.5,34
1880,tt1097256,Please Vote for Me, Please Vote for Me,2007, Documentary,7.9,1302
1882,tt1102265,The Other Half, Ling yi ban,2006, Comedy&Drama,7.0,65
1883,tt1102364,The Undaunted Wudang, Wudang,1983, Action,5.8,114
1884,tt1103963,24 City, Er shi si cheng ji,2008, Drama,7.1,1783
1889,tt1109591,Last House Standing, Fang dong jiang xian sheng,2004, Documentary,7.6,14
1890,tt1110246,Di dao zhan, Di dao zhan,1965, War,6.6,275
1896,tt1119166,Two Stupid Eggs, Da dian ying 2.0: Zhi liang ge sha gua de huang tang shi,2007, Comedy,4.4,86
1898,tt1119661,Yin yang jie, Yin yang jie,1988, Drama,7.2,6
1899,tt1123373,Detective Dee: The Mystery of the Phantom Flame, Di renjie: Tong tian di guo,2010, Action&Adventure&Drama,6.6,10666
1900,tt1124052,City of Life and Death, Nanjing! Nanjing!,2009, Drama&History&War,7.7,10449
1903,tt1128062,Fenhongse de meng, Fenhongse de meng,1932, Drama&Romance,5.5,8
1912,tt1135971,Fujian Blue, Jin bi hui huang,2007, Drama,6.8,51
1917,tt1144050,Neo-Lounge, Neo-Lounge,2007, Documentary,8.0,9
1927,tt1156506,Connected, Bo chi tung wah,2008, Action&Adventure&Crime,6.6,1988
1928,tt1157710,Seven Intellectuals in Bamboo Forest Part 4, Zhu lin qi xian 4,2008, N/A,6.3,18
1929,tt1160619,Ti tou jiang, Ti tou jiang,2006, Drama,8.1,67
1931,tt1170380,Urban Games, Cheng shi you xi,2014, Action&Crime&Sport,6.0,29
1934,tt1173568,Slam, Slam,2008, Action&Drama&Family,5.9,289
1935,tt1175523,Little Moth, Xue chan,2007, Drama,6.3,127
1937,tt1180323,Im Liu Yuejin, Wo jiao Liu Yue Jin,2008, Drama,6.3,145
1952,tt1201637,Lost Indulgence, Mi guo,2008, Drama,6.5,194
1956,tt1205476,Distance Runners, Distance Runners,2009, Drama&Family&Romance,1.5,12
1963,tt1210803,Unfinished Girl, Di san ge ren,2007, Thriller,5.1,31
1965,tt1214973,And the Spring Comes, Lichun,2007, Drama&Music,7.4,514
1969,tt1220564,The Birth of New China, Kai Guo Da Dian,1989, Drama&History,5.2,46
1976,tt1221199,Sing gum zhook kao, Sing gum zhook kao,2004, Comedy&Sport,3.5,45
1979,tt1226305,Knitting, Niu lang zhi nu,2008, Drama,7.5,48
1980,tt1230424,Dance Subaru, Dance Subaru,2009, Drama,6.1,157
2001,tt1239402,Deng Xiaoping, Deng Xiaoping,2002, Biography,4.8,12
2002,tt1239466,Killing Two Birds with One Stone, Yi shi er niao,2005, Action&Adventure&Comedy,3.5,141
2010,tt1245719,Red River, Hong he,2009, Drama,6.3,169
2015,tt1247700,Trail of the Panda, Xiong mao hui jia lu,2009, Adventure&Family,6.5,166
2021,tt1252571,Young and Clueless, Qing chun qi,2006, Drama,5.0,7
2025,tt1258181,The Love Winner, Lian ai da ying jia,2004, Drama&Romance,4.6,45
2027,tt1258226,Dream Team, Meng zhi dui,2008, Drama,6.9,14
2028,tt1258240,Two Million Minutes: A Global Examination, Two Million Minutes: A Global Examination,2008, Documentary,7.9,62
2029,tt1258623,Teeth of Love, Ai qing de ya chi,2007, Drama,6.9,140
2031,tt1260508,Soul Carriage, Soul Carriage,2006, Drama,7.0,17
2032,tt1260684,Sailfish, Qi yu,2008, Drama,3.1,46
2042,tt1267272,Endless Way, Gui qu lai,2004, Drama,6.7,26
2048,tt1270797,Venom, Venom,2018, Action&Adventure&Sci-Fi,6.7,370726
2049,tt1271985,Seventeen, Shi qi,2008, Drama&Family,6.3,10
2058,tt1281955,The Red Awn, Hongse kanbaiyin,2007, Drama,7.1,32
2072,tt1293847,xXx: Return of Xander Cage, xXx: Return of Xander Cage,2017, Action&Adventure&Thriller,5.2,86536
2077,tt1299370,The Equation of Love and Death, Li Mi De Cai Xiang,2008, Crime&Drama&Romance,6.9,1077
2078,tt1300169,The Warrior and the Wolf, Lang zai ji,2009, Action&Drama&History,3.9,457
2080,tt1301262,Lalas Gun, Gun Lala de qiang,2008, Drama,7.2,45
2082,tt1303703,The Shaft, Dixia de tiankong,2008, Drama,6.5,68
2086,tt1305049,Sweet Food City, Mei shi cun,2008, Drama,5.5,6
2088,tt1305814,Dadas Dance, Dada,2008, Drama,7.3,41
2090,tt1307001,The Rain of the Rainbow Flower, The Rain of the Rainbow Flower,2008, Drama,5.4,7
2091,tt1307008,Set Off, Ji ri qi cheng,2008, Action&Comedy&Crime,6.5,233
2095,tt1308138,Mulan: Rise of a Warrior, Hua Mulan,2009, Adventure&Drama&Romance,6.8,6113
2100,tt1313153,Super Typhoon, Chao qiang tai feng,2008, Action&Drama,3.2,160
2101,tt1313243,Routine Holiday, Huangjin zhou,2008, Drama,6.7,40
2102,tt1313270,Dream Weavers: Beijing 2008, Zhu meng,2008, Documentary&Sport,6.1,28
2103,tt1314247,Desires of the Heart, Tao hua yun,2008, Comedy&Drama&Romance,5.1,206
2106,tt1315903,Yue Yue, Yue Yue,1986, Drama,8.4,5
2108,tt1319718,Little Big Soldier, Da bing xiao jiang,2010, Action&Adventure&Comedy,6.9,14654
2112,tt1324911,Ticket, Che piao,2008, Drama,6.4,52
2116,tt1326208,Dancing in Amdo, Dancing in Amdo,2008, Documentary,7.2,8
2118,tt1326972,Red Cliff II, Chi bi: Jue zhan tian xia,2009, Action&Adventure&Drama,7.6,23147
2124,tt1330607,If You Are the One, Fei cheng wu rao,2008, Comedy&Romance,6.8,3183
2129,tt1339145,Park Shanghai, Shanghai gongyuan,2008, Drama&Romance,7.1,16
2131,tt1340761,Fit Lover, Ai qing hu jiao zhuan yi II: Ai qing zuo you,2008, Comedy&Romance,4.4,232
2136,tt1343341,The Savage Land, Yuan Ye,1981, Drama,6.5,25
2138,tt1343717,Qi chuan xu xu, Qi chuan xu xu,2009, Comedy&Drama,3.5,156
2150,tt1356735,Crude Oil, Caiyou riji,2008, Documentary,7.1,45
2154,tt1362045,Empire of Silver, Bai yin di guo,2009, Biography&Drama&Family,6.0,744
2159,tt1371725,Woman-Taxi-Woman, Woman-Taxi-Woman,1991, Drama,6.6,17
2163,tt1378195,A Big Road, A Big Road,2009, Drama,3.2,5
2171,tt1387278,Storm Under the Sun, Storm Under the Sun,2007, Documentary,8.0,21
2173,tt1388901,Wheat, Mai tian,2009, Action&Drama&History,5.7,330
2174,tt1389082,Jalainur, Zha lai nuo er,2008, Drama,6.8,45
2177,tt1391891,Ma wu jia, Ma wu jia,2007, Drama,7.2,6
2179,tt1392743,Evening of Roses, Ya mei gui,2009, Comedy&Drama&Romance,7.3,71
2181,tt1393746,Aftershock, Tang shan da di zhen,2010, Drama&History,7.5,8715
2182,tt1395030,Teahouse, Cha guan,1982, Drama,7.9,187
2183,tt1397498,Confucius, Kong Zi,2010, Biography&Drama&History,6.2,3618
2184,tt1403130,Bodyguards and Assassins, Shi yue wei cheng,2009, Action&Drama&History,6.8,7609
2185,tt1407073,River People, River People,2008, Drama,5.4,14
2187,tt1408298,Li Tong, Li Tong,2009, Drama,7.9,23
2189,tt1410063,The Flowers of War, Jin ling shi san chai,2011, Drama&History&Romance,7.6,50195
2190,tt1410270,Cinderella Moon, Little Sister,2010, N/A,6.3,28
2193,tt1422119,Spring Fever, Chun feng chen zui de ye wan,2009, Drama,6.5,1109
2197,tt1425257,True Legend, Su Qi-er,2010, Action&Drama&History,6.4,8495
2198,tt1426380,Oxhide II, Niupi er,2009, Documentary&Drama,7.3,86
2199,tt1426381,Petition, Petition,2009, Documentary,7.9,228
2203,tt1430641,Wild Horse from Shangri-La, Wild Horse from Shangri-La,2009, Drama,7.9,18
2204,tt1433221,The Red Race, The Red Race,2008, Documentary,8.1,31
2205,tt1434423,The Message, Feng sheng,2009, Crime&Drama&Thriller,7.4,3310
2207,tt1438461,The Founding of a Republic, Jian guo da ye,2009, Drama&History&War,4.9,3346
2208,tt1440385,Xin er lu ying xiong zhuan, Xin er lu ying xiong zhuan,1951, Drama&War,5.0,5
2215,tt1448625,The Old Summer Palace, Yuan Ming Yuan,2006, Documentary,7.7,66
2221,tt1454020,The Magic Aster, Ma lan hua,2009, Animation,3.3,11
2222,tt1456660,No Mans Land, Wu ren qu,2013, Adventure&Crime&Drama,7.3,2143
2224,tt1457738,Building 173, Building 173,2009, Animation&Documentary&History,7.9,31
2225,tt1458902,2050, 2050,2020, Drama&Fantasy&Sci-Fi,3.7,671
2226,tt1459248,Tie ren, Tie ren,2009, Drama,5.4,10
2227,tt1459832,Ba bai bang, Ba bai bang,2008, Drama,7.2,11
2228,tt1459871,Er Dong, Er Dong,2008, Drama,6.4,16
2229,tt1459986,A Tale of Two Donkeys, Zou zhu qiao,2008, Drama,6.5,45
2230,tt1460743,Reign of Assassins, Jian yu,2010, Action&Adventure,6.8,7621
2236,tt1474180,Caipiao ye fengkuang, Caipiao ye fengkuang,2007, Comedy,4.8,5
2239,tt1478291,Looking for Jackie, Xun zhao Cheng Long,2009, Action&Comedy&Family,4.0,1143
2241,tt1479241,Gao xing, Gao xing,2009, Comedy&Drama,5.7,88
2242,tt1479277,Lao Wus Oscar, Lao Wu de Aosika,2009, Comedy&Romance,5.5,8
2246,tt1483811,The Search, Xunzhao zhimei gengdeng,2009, Drama,6.9,49
2247,tt1485046,Once Upon a Time Proletarian, Women ceng jing de wuchanzhe,2009, Documentary,7.4,35
2248,tt1487861,Eternal Beloved, Ai you lai sheng,2009, Drama&Fantasy&Romance,6.9,205
2252,tt1491616,The Everlasting Flame, The Everlasting Flame: Beijing 2008,2009, Documentary&Sport,6.5,54
2253,tt1494775,Metallic Attraction: Kungfu Cyborg, Ji qi xia,2009, Action&Comedy&Romance,4.4,447
2254,tt1497623,Death Dowry, Mi Xiang,2009, Drama,5.8,14
2255,tt1498858,Ocean Heaven, Hai yang tian tang,2010, Drama,7.6,2397
2256,tt1499698,Judge, Touxi,2009, Drama,7.6,53
2257,tt1500268,Wild Beast, Wild Beast,2008, Biography&Documentary&Family,8.3,15
2258,tt1500679,1428, 1428,2009, Documentary,6.8,84
2259,tt1500703,Cow, Dou niu,2009, Drama,7.2,770
2260,tt1501292,Charging Out Amazon, Chong chu ya ma xun,2002, Action,5.3,158
2261,tt1501299,Li Shuangshuang, Li Shuangshuang,1962, Comedy,6.3,31
2263,tt1510811,Timber Gang, Mu bang,2006, N/A,6.7,21
2264,tt1510861,Seasons in the Sun, Wo de tang,2009, Drama,4.0,11
2265,tt1511528,Tracing Shadow, Zhui ying,2009, Action&Comedy,4.7,281
2266,tt1511542,Twilight Dancing, Twilight Dancing,2009, Drama,5.7,6
2269,tt1514426,One Night in Supermarket, Ye dian,2009, Comedy,6.2,367
2271,tt1514450,Weaving Girl, Fang zhi gu niang,2009, Drama,6.9,95
2272,tt1515202,Lan, Lan,2009, Drama,7.2,181
2273,tt1516595,Trippin, Trippin,2011, Comedy&Horror,4.5,65
2276,tt1518828,The Robbers, Wo de tangchao xiongdi,2009, Action&Comedy,5.6,217
2278,tt1519635,Disorder, Xianshi shi guoqu de weilai,2009, Documentary&News,7.6,156
2281,tt1522813,Aspirin, A si pi lin,2006, Romance,6.5,11
2282,tt1525581,Youth, Qingnian,2009, Drama,6.4,5
2284,tt1527815,Da Ming Palace, Da Ming Gong,2009, Documentary&Drama,8.2,29
2285,tt1527823,Last Kung Fu Monk, Last Kung Fu Monk,2010, Action&Adventure&Comedy,4.1,698
2286,tt1528077,Kun 1: Action, Kun 1: Action,2009, Drama,5.6,9
2287,tt1528106,Mid-Afternoon Barks, Xiawu gou jiao,2007, Drama,6.2,5
2288,tt1532533,Feast of Villains, Liu mang de sheng yan,2008, Drama,6.9,8
2289,tt1533117,Let the Bullets Fly, Rang zi dan fei,2010, Action&Comedy&Drama,7.3,9645
2291,tt1534449,Kung Fu Hero, Kung Fu Man,2012, Action,5.1,115
2292,tt1538399,Snowfall in Taipei, Tai bei piao xue,2009, Drama,5.3,71
2294,tt1541995,Snow Flower and the Secret Fan, Snow Flower and the Secret Fan,2011, Drama&History,6.1,3593
2300,tt1554523,Under the Hawthorn Tree, Shan zha shu zhi lian,2010, Drama&Romance,7.1,2848
2301,tt1555983,An Estranged Paradise, Mosheng tiantang,2002, Drama,6.9,9
2302,tt1556143,Disney High School Musical: China, Ge wu qing chun,2010, Musical,5.3,92
2304,tt1560136,Dangerous Games, Bangzi laohu ji,2007, Comedy,4.5,26
2307,tt1562900,Turning Point 1977, Gao Kao 1977,2009, Drama,6.5,59
2310,tt1566405,Summer Pasture, Summer Pasture,2010, Biography&Documentary&Drama,7.9,72
2314,tt1572178,The Star and the Sea, Xinghai,2009, Biography,7.0,21
2315,tt1573843,Invisible Wings, Yin xing de chi bang,2007, Family,6.6,24
2317,tt1580409,Sorrows and Joys of a Middle-Aged Man, Ai le zhongnian,1949, Drama,8.2,73
2318,tt1584849,A Singing Fairy, Xun zhao liu san jie,2009, Comedy&Drama&Music,6.6,13
2319,tt1587878,Apart Together, Tuan yuan,2010, Drama,7.1,311
2321,tt1590110,Floating in Memory, Liu li,2009, Drama,5.0,12
2322,tt1592233,The Annunciation, The Annunciation,2010, Drama,4.9,8
2329,tt1602480,Here Comes Fortune, Cai shen dao,2010, Comedy,4.6,66
2335,tt1606322,Help, Jiu wo,2008, Horror&Thriller,5.4,52
2337,tt1608787,My Fair Gentleman, Yao tiao shen shi,2009, Comedy&Romance,5.9,81
2345,tt1613084,Ghost Town, Fei cheng,2008, Documentary,7.7,38
2347,tt1616538,Confucius, Kong Fuzi,1940, Biography&Drama&History,6.5,57
2348,tt1619890,Monkey King vs. Er Lang Shen, Wu Kong da zhan Er Lang shen,2007, Animation,4.6,12
2349,tt1619892,Cherries, Yingtao,2007, Drama,7.2,19
2351,tt1621780,Go Lala Go!, Du Lala sheng zhi ji,2010, Comedy&Drama&Romance,5.1,641
2352,tt1623759,Mr. and Mrs. Incredible, San kei hap lui,2011, Action&Comedy&Romance,5.4,493
2353,tt1624402,The Four Cupids, Si ge qiu bi te,2010, Comedy&Romance,6.0,17
2361,tt1639822,Color Me Love, Ai chu se,2010, Comedy&Romance,5.2,80
2362,tt1641398,Little Gobie, Little Gobie,2010, Animation&Family,3.1,48
2364,tt1646103,I Wish I Knew, Hai shang chuan qi,2010, Documentary&History,6.9,618
2365,tt1646123,Chongqing Blues, Rizhao Chongqing,2010, Drama,6.3,244
2366,tt1646214,Love in Disguise, Lian ai tong gao,2010, Comedy&Romance,5.7,642
2367,tt1648093,The Lost Bladesman, Guan yun chang,2011, Action&Biography&Drama,6.0,4072
2369,tt1650831,Flower, Love and Bruises,2011, Drama,5.6,494
2370,tt1652352,Single Man, Guangguner,2010, Comedy,7.2,151
2372,tt1664629,Side A Side B, A mian B mian,2010, Comedy&Drama,4.9,33
2373,tt1664635,Crime and Punishment, Zui yu fa,2007, Documentary,7.4,45
2374,tt1664641,East Wind Rain, Dong feng yu,2010, Drama&War,4.8,107
2375,tt1664704,Love for Life, Mo shu wai zhuan,2011, Drama&Romance,6.4,545
2376,tt1666661,Driverless, Wu Ren Jia Shi,2010, Drama&Family&Romance,5.9,181
2377,tt1666814,Though I Am Gone, Wo sui si qu,2006, Documentary,7.7,42
2378,tt1667150,Wo zhi nv ren xin, Wo zhi nv ren xin,2011, Comedy&Romance&Sci-Fi,5.5,1204
2380,tt1669709,Invisible Killer, Wu xing sha,2009, Crime,4.6,17
2381,tt1669799,Old Fish, Qian jun yi fa,2008, Thriller,7.2,15
2383,tt1674766,101 Proposals, 101 ci qiu hun,2013, Romance,5.3,422
2385,tt1677711,Using, Long ge,2008, Documentary,8.0,41
2386,tt1677723,Street Life, Street Life,2006, Documentary,7.1,25
2387,tt1679593,Ikkyû san, Ikkyû san,2014, Animation,4.6,7
2388,tt1680052,Diago, Ao ge,2010, Drama,5.6,11
2391,tt1686784,Flying Swords of Dragon Gate, Long men fei jia,2011, Action&Adventure,6.0,7745
2394,tt1698654,Catching the Sun, Catching the Sun,2015, Documentary&Drama&History,6.8,544
2395,tt1699513,Beginning of the Great Revival, Jian dang wei ye,2011, Drama&History,2.9,5953
2397,tt1700492,Deng zhu ni hui lai, Deng zhu ni hui lai,2010, Horror,5.2,36
2398,tt1701993,Winter Vacation, Han jia,2010, Drama,6.3,297
2400,tt1704161,33 Postcards, 33 Postcards,2011, Crime&Drama&Music,6.2,1027
2403,tt1708427,Curse of the Deserted, Huang cun gong yu,2010, Horror,4.3,121
2405,tt1713439,Addicted to Love, Addicted to Love,2010, Comedy&Drama&Romance,6.0,9
2406,tt1715758,Crossing the Mountain, Fan shan,2010, Documentary,6.6,12
2407,tt1717715,The Monkey King Havoc in Heavens Palace, Xi you ji: Da nao tian gong,2014, Action&Adventure&Family,4.9,4734
2409,tt1720130,Karamay, Karamay,2010, Documentary,8.4,76
2410,tt1720267,The Legend of Silk Boy, The Legend of Silk Boy,2010, Adventure&Animation&Family,3.4,193
2411,tt1720297,Showtime, Yong xin tiao,2010, Drama&Fantasy&Musical,4.5,20
2412,tt1721131,Wangliangs Ideal, Wangliang de lixiang,2011, Drama,6.4,13
2414,tt1723118,The Piano in a Factory, Gang de qin,2010, Comedy&Drama,7.4,1213
2417,tt1726738,Sacrifice, Zhao shi gu er,2010, Drama&History,6.2,2189
2418,tt1727396,White Deer Plain, Bai lu yuan,2011, Drama&History,6.3,374
2420,tt1730720,Empire of Assassins, Empire of Assassins,2011, Action,3.5,396
2423,tt1733271,Return Ticket, Dao fu yang liu bai li,2011, Drama,6.7,158
2427,tt1737237,Lost on Journey, Ren zai jiong tu,2010, Comedy,6.7,1839
2429,tt1740100,Deep in the Clouds, Bi luo xue shan,2010, Drama,3.1,54
2430,tt1740697,The Dark Forest, The Dark Forest,2014, Action&Drama&Thriller,7.1,17
2432,tt1744790,Better Life, Better Life,2010, Drama,7.5,47
2433,tt1745713,Buddha Mountain, Guan yin shan,2010, Drama,6.7,762
2436,tt1753976,Eternal Moment, Jiang Ai,2011, Drama&Romance,5.5,282
2437,tt1754001,A Tibetan Love Song, Kang ding qing ge,2010, Drama,5.7,26
2439,tt1754484,The Way of the Spur, The Way of the Spur,2012, Action&Thriller&Western,7.6,17
2440,tt1754743,Thomas Mao, Thomas Mao,2010, Comedy&Fantasy&Sci-Fi,5.7,13
2442,tt1756773,Flirting Scholar 2, Tang Bohu dian Qiuxiang 2 zhi Si Da Caizi,2010, Comedy,3.6,125
2443,tt1757770,International Rescue, Guo ji da ying jiu,1990, Action&Drama&War,5.3,6
2445,tt1764492,Lost in Panic Room, Mi shi zi bu ke gao ren,2010, Mystery&Thriller,5.5,45
2448,tt1772230,1911, Xin hai ge ming,2011, Drama&History&War,5.8,5908
2451,tt1773370,Death and Glory in Changde, Die xue gu cheng,2010, Action&Drama&History,5.9,230
2452,tt1774514,Once Upon a Time in Tibet, Once Upon a Time in Tibet,2010, Drama&Romance,6.7,81
2454,tt1777620,The Dreams of Jinsha, Meng hui jin sha cheng,2010, Animation,5.1,21
2456,tt1778384,My Own Private Deutchland, Wo zi ji de de yi zhi,2007, N/A,5.8,5
2458,tt1780954,The I-go King and His Son, Qi wang he ta de er zi,2008, N/A,6.4,8
2459,tt1784443,Ganglamedo, Ganglamedo,2006, Drama&Music&Romance,7.0,17
2460,tt1790669,My Kingdom, Da wu sheng,2011, Action&Drama&Romance,5.1,422
2461,tt1795051,The High Life, Xun huan zuo le,2010, Drama,5.2,12
